sample_id,phenotype,age,gene_001,gene_002,gene_003,gene_004,gene_005,gene_006,gene_007,gene_008,gene_009,gene_010,gene_011,gene_012,gene_013,gene_014,gene_015,gene_016,gene_017,gene_018,gene_019,gene_020,gene_021,gene_022,gene_023,gene_024
sample_138,1.9965407491,59.8150024811,0.3159234937,0.6322292928,0.4275650822,0.2614595360,0.5192464720,-1.0395965476,0.2069778716,1.0225445795,-0.3306584710,-0.2542118408,-1.4445810743,-1.2011316871,0.5881414746,-0.7910606234,-0.6913993216,0.6651504681,0.5525313256,-1.1704694561,-2.1094366887,-2.1691865236,-0.3692618266,-0.6137142264,-0.2632536540,-0.9338107579
sample_139,0.9796321299,53.9760438798,-0.1993730712,-0.5239967356,-0.7279338271,-1.6006052480,-1.4560670644,-0.4873076974,-0.9463297678,-0.9883876084,-1.3438237028,-1.1864309655,-1.5728215030,-0.6737555641,-0.1200539500,-0.2552467016,-0.0716798252,-0.6525441436,0.0545173668,0.0174589874,-0.0453071171,0.5554988352,1.2547245497,-0.8009929095,0.5912397599,-0.2630831440
sample_140,-0.4102822365,53.2191653136,-1.1367426587,-0.8109113220,-0.6904102370,-1.4837520170,-0.5429445367,-1.8566936452,-2.7094082213,-0.4653669047,0.0347794096,-0.0856134027,1.3823622683,0.6673440380,-0.9052911361,-0.5737939876,1.2883007623,0.7807721424,1.0651918210,-0.2244374771,-0.6472833102,0.6013872607,0.8446484589,0.0050750759,-1.7117639339,-0.2464947457
sample_141,-0.6959844751,57.1878925382,-0.6332720091,-0.1429408757,-0.4950976889,-0.8397801025,-0.0149501618,0.9706672774,0.3274324935,0.1351174708,-0.2726789484,0.1565864878,0.3289852310,-0.2829939445,-1.4053483914,-2.0059663877,0.6885736438,-0.2035158465,-0.5262129734,-1.2276478215,-0.5746410083,-0.1569485804,-0.7181097735,-1.5093563348,-1.2660995099,0.8720621478
sample_142,-3.0174355425,55.4844663257,-1.6966541651,0.4732167723,0.4403559986,-0.6216991505,0.9626732363,-0.9116114890,0.8540646746,1.7019986337,0.9985983006,0.7956248581,-1.1192568851,0.2033237036,0.9797207739,-1.2077025541,-2.1652384275,-0.2277351711,0.5761409478,-1.3137513138,0.2299781782,0.2552540354,-0.0441659041,-0.8848330032,0.1566179392,-0.8954448116
sample_143,7.0692836563,40.5930470595,1.7041679999,-0.5220685750,1.4651589658,0.2842265884,-0.8324030194,-0.2788371747,1.4504752049,0.5500920854,1.6870333559,-0.2881941961,-0.4012453043,0.6676934982,-1.0836765097,-1.8060868469,0.9129844552,0.4260564061,0.8270106283,-0.9647585136,-0.5901435343,-0.2316618842,-0.2699112814,-0.1514677034,-0.0813897704,0.2408837683
sample_144,-2.3502734025,46.4158696687,-2.1202914888,-1.3525278055,-0.8827057215,-1.3591573996,-1.5818750257,0.5575291132,0.6030681467,-0.5879479296,1.0787037013,1.8892480164,-1.2810306238,-0.1936255394,0.8796025779,0.3941682396,1.6990210789,1.6471479332,0.4733696139,0.0537581285,-0.4859655444,-0.5208933442,0.5738978607,1.7528647429,2.1098184821,0.4057876345
sample_145,3.9696671011,75.7379769510,0.3446245292,0.4701682013,2.2101557304,-0.3482521011,0.0632375924,0.3363873006,0.3280114224,-0.4054668370,-0.0966042480,1.7722638408,0.5301567689,-1.5261581008,-0.0173830248,-0.7294075137,0.5248944625,-0.2652607395,-0.2790281028,0.8426184732,0.6633705110,0.7027407806,-0.1165042338,-0.0673551575,-0.5728738344,0.1926657943
sample_146,0.8641392769,36.7135777104,-0.2700148650,0.2522386813,0.4293441260,0.0672145353,1.8863413929,2.3634566701,0.7818459234,-0.2801071659,-0.5486845074,0.6528792053,2.0900277172,0.7245514542,0.5439323520,-0.7742270611,-0.2593609001,0.2297785352,0.4303547972,0.1620237900,-0.0544586882,-0.9494149683,0.0126234502,0.5536822299,1.1393307425,0.5711743803
sample_147,0.5892237115,44.7800054448,-0.3771750881,0.0890659651,-0.0356372177,0.4607413253,1.1753693262,0.4264373491,-1.7976235544,-1.1063470037,-2.3731893921,-2.4748568579,-0.9563077550,-0.5125103616,-0.1483541477,-0.4209395740,0.9500050185,-0.5204175643,-0.8708729892,0.5137461415,0.1945926832,-1.0493112265,0.3310663513,-0.2303940174,-1.3699309702,-2.2084613311
sample_148,4.4582314940,61.7226768157,1.8151396817,0.9323997111,0.3983205749,-0.0433139494,0.3092482412,0.8920718198,0.6945529095,0.4596085417,-0.0749565245,-1.3204093007,-1.0586519348,-1.0107979818,-2.2065567535,-1.6402869694,-0.7926594039,-1.1056916001,1.3482356015,0.0061763907,-0.3834979905,0.4236909891,-0.1678117331,-1.6538845863,-0.5890390281,-1.0780617482
sample_149,0.7156475556,48.2481341419,-0.2599381135,-0.3567610931,0.1476833168,0.8738635733,2.3346430533,0.6991579148,-0.7278598707,-0.5972641126,-0.1851690531,-0.9715265670,-0.0847633372,-0.3270082196,-0.5091745776,0.0090408004,1.1512574143,0.3500189267,-1.2760189282,-0.3172535577,0.7769228684,0.2268560167,0.2433436687,0.5923032152,-0.4506001360,0.3267214850
sample_150,-1.8621941746,41.0666573571,-1.8968508790,-0.1852020919,0.6814726580,0.9351790257,1.4476013057,-0.7647258436,-0.0970533693,-0.0141378196,-1.2251525871,0.3113621387,0.7661749033,-1.5844418037,-0.1777129845,-0.9682701750,-0.6945673621,-0.1320312736,-0.5249565703,0.2298061911,0.8331199783,0.2373816658,1.1882644495,0.8300825385,-2.2324873100,-1.9999115380
sample_151,-3.8366183873,35.4450883687,-1.2001245700,-0.2301471499,-1.9401258994,-1.0553064802,1.1987874645,-0.0488797561,-0.8902794299,-0.3643329600,-1.2565045849,-1.2789080553,-0.1184797912,0.9857150156,-0.3102420472,0.2903403685,0.5240809356,1.4228748637,0.8280654404,0.2144621297,-0.8689277246,0.5940265505,0.2731560242,-0.3869157998,1.4472322547,-0.5690945833
sample_152,4.5523215198,55.8963071658,0.8564080082,-0.6106046411,-0.1666461852,-0.5821646523,0.2100970423,-0.8832424369,0.2390792701,-1.3703630951,-0.9884862373,0.2493923906,-0.1010317096,-0.3225000831,-1.8453020693,-0.2831049464,-1.1238559805,0.6992491688,-0.6507959012,-0.7146824156,0.1866402171,-2.0081350179,-1.0731505135,-1.7567870838,-2.3044149058,-1.6389285655
sample_153,8.7007856120,61.2188171302,2.0778285267,-0.9285801637,1.3559428881,1.0989439799,0.9059470123,-0.0858464428,-0.7187524281,-2.3094300398,-0.3726786064,0.9046413749,1.1245658287,-1.5181545988,-0.3339749175,-1.1457720695,0.0043558760,-0.2269545913,0.5651565557,-0.4522667288,0.5481081029,1.5414246867,1.0171048201,0.1970443722,-1.2462687531,0.8922382456
sample_154,-0.7150127613,65.3988292124,-1.0354932040,-0.2371165533,-0.3676115375,-0.1044028969,1.9490991673,0.9157466484,-1.3677288264,-1.3128807662,-1.2961340467,-0.1457663405,0.7320671928,-1.9737572767,-0.7830604220,-1.2966442849,-0.9023009071,0.5978473654,-0.5898221338,-1.2005672994,-0.3097811149,-0.1529925610,-2.2257659798,-1.3997626876,0.4461142776,1.1739957881
sample_155,-2.0907313110,50.5916736118,-1.8866043346,-0.5100381754,-0.3214335150,-0.2388809447,-0.4011649981,0.1656518119,1.2393733601,-0.4134899029,0.9958130979,1.0073242882,0.4793741370,-0.6145689618,-0.9258953617,0.2889054311,0.5374395183,2.1077957300,0.5051367239,-0.8689404718,0.9568056856,0.2330246555,-0.5034995968,1.2698469588,-0.0330695704,1.9188279297
sample_156,1.8735087953,61.4948660626,-0.1504845622,-0.6301593295,-0.2867648106,0.0563985956,-0.3333446982,-1.0309611024,0.1387716612,-1.1458988006,-1.6221445399,0.6679906979,-0.6047047555,0.7037561296,0.2825774670,-0.0359102163,1.0226740593,2.8593895803,1.5431988946,-1.2338784541,-1.2239241257,-0.3684003868,-0.5542843592,0.2422026381,0.8347834614,0.1269828293
sample_157,12.1852020232,38.6376486342,-1.4081216990,-3.0824628260,-2.4834647562,-1.1923531266,-0.7946323126,-0.4968695615,-1.6226559524,-0.1898856477,1.3364886490,-1.8334062774,-2.8985313232,-0.6811337497,-1.3762497742,-0.1208204880,-1.1757498354,0.4987330502,0.8971646469,-0.8604522859,-0.1550650605,-0.6091231054,-0.2610614104,-0.4782845021,0.2138083532,0.8295627190
sample_158,1.8753584198,51.8482350678,0.7506608683,0.5982269868,-0.4833170769,-2.3042343867,-0.7200236531,-0.3997862383,0.8369467163,0.2563291074,-0.6016608478,-0.6605174991,-0.4800023320,1.9521540830,-0.0827672040,0.3127225277,0.2444469745,0.6566973125,0.8005548738,0.6351219620,0.1348238798,-0.0185115777,-0.5050827930,-0.0046118646,1.5224747880,1.3864587149
sample_159,-0.9898413668,42.5487431889,-1.1148742472,-0.8928666694,-0.9382575924,-0.9675279653,0.2836379828,-1.0984416129,1.3194847346,-0.2291287676,1.1678079414,0.7445983752,-0.9279538915,-0.3771782392,1.0697105060,1.2097188648,0.2225206133,-2.0643514565,-1.6067043360,0.3298343202,-0.0726663575,-0.2605164004,-0.1540456721,0.5180145134,-1.0602020625,-1.5411264505
sample_160,2.4696970686,51.9122271806,-0.9204265515,-2.4498972725,-0.3525089117,-0.6390045861,0.3472010743,0.1569786226,-0.5333579807,-1.8318077475,0.0359594824,0.3177336874,-0.5478072235,-0.1021863832,0.7390867151,0.5652700718,0.6042797288,0.5608677717,0.1417772325,0.5588402965,1.7189711464,-0.4935865625,1.0247772545,0.4838825327,0.8726033838,1.3497772859
